all_loans_received,allocated_federal_election_levin_share,cash_on_hand_beginning_period,committee_designation,committee_designation_full,committee_id,committee_name,committee_state,committee_type,committee_type_full,contribution_refunds,contributions,contributions_ie_and_party_expenditures_made_percent,convention_exp,coordinated_expenditures_by_party_committee,coverage_end_date,coverage_start_date,cycle,disbursements,exp_prior_years_subject_limits,exp_subject_limits,fed_candidate_committee_contributions,fed_candidate_contribution_refunds,fed_disbursements,fed_election_activity,fed_operating_expenditures,fed_receipts,federal_funds,filing_frequency,filing_frequency_full,first_f1_date,first_file_date,independent_expenditures,individual_contributions,individual_contributions_percent,individual_itemized_contributions,individual_unitemized_contributions,itemized_convention_exp,itemized_other_disb,itemized_other_income,itemized_other_refunds,itemized_refunds_relating_convention_exp,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_report_type_full,last_report_year,loan_repayments_made,loan_repayments_received,loans_and_loan_repayments_made,loans_and_loan_repayments_received,loans_made,net_contributions,net_operating_expenditures,non_allocated_fed_election_activity,offsets_to_operating_expenditures,operating_expenditures,operating_expenditures_percent,organization_type,organization_type_full,other_disbursements,other_fed_operating_expenditures,other_fed_receipts,other_political_committee_contributions,other_refunds,party_and_other_committee_contributions_percent,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,refunds_relating_convention_exp,shared_fed_activity,shared_fed_activity_nonfed,shared_fed_operating_expenditures,shared_nonfed_operating_expenditures,sponsor_candidate_ids,sponsor_candidate_list,total_exp_subject_limits,total_transfers,transaction_coverage_date,transfers_from_affiliated_party,transfers_from_nonfed_account,transfers_from_nonfed_levin,transfers_to_affiliated_committee,treasurer_name,unitemized_convention_exp,unitemized_other_disb,unitemized_other_income,unitemized_other_refunds,unitemized_refunds_relating_convention_exp
0.0,0.0,144285.41,B,Lobbyist/Registrant PAC,C00000059,"HALLMARK CARDS, INC. PAC (HALLPAC)",MO,Q,PAC - Qualified,0.0,61416.81,80.1,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,100500.0,0.0,0.0,80500.0,5000.0,100500.0,0.0,0.0,66416.81,0.0,M,Monthly filer,1976-04-22,1976-04-22,0.0,61416.81,92.47,39611.37,21805.44,0.0,0.0,0.0,0.0,0.0,202608179899535455,110202.22,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,61416.81,0.0,0.0,0.0,0.0,0.0,C,Corporation,20000.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0,66416.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"KLEIN, CASSIE MS.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,488089.41,B,Lobbyist/Registrant PAC,C00000422,AMERICAN MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,DC,Q,PAC - Qualified,6740.0,1869413.47,88.23,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1375808.66,0.0,0.0,913750.0,0.0,1375808.66,0.0,117207.17,2022358.7,0.0,M,Monthly filer,1975-07-03,1975-03-06,300163.0,1869413.47,92.44,1585911.32,283502.15,0.0,0.0,0.0,0.0,0.0,202608179899528545,1134639.45,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,1862673.47,117207.17,0.0,0.0,117207.17,8.52,,,37948.49,117207.17,152945.23,0.0,0.0,0.0,,0.0,2022358.7,6740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"JORDAN, JOHN ROBERT MR.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,74807.1,U,Unauthorized,C00000489,D R I V E POLITICAL FUND CHAPTER 886,OK,N,PAC - Nonqualified,0.0,19813.76,0.0,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7489.48,0.0,Q,Quarterly filer,1976-09-21,1976-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202607200300531542,130843.18,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L,Labor Organization,5500.0,0.0,191.62,0.0,0.0,0.0,,0.0,53867.46,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,,[],0.0,0.0,2025-06-30,43768.96,0.0,0.0,0.0,JERRY SIMS JR,0.0,0.0,0.0,0.0,0.0
0.0,0.0,117462.0,B,Lobbyist/Registrant PAC,C00000729,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,DC,Q,PAC - Qualified,1992.23,1712713.65,94.28,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1485546.84,0.0,0.0,1400500.0,53500.0,1485546.84,0.0,37197.41,1808174.02,0.0,M,Monthly filer,1975-02-09,1975-02-09,0.0,1712713.65,94.72,1011472.14,701241.51,0.0,0.0,0.0,0.0,0.0,202608209899662353,440089.18,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,1710721.42,37197.41,0.0,0.0,37197.41,2.5,M,Membership Organization,45857.2,37197.41,177.32,0.0,0.0,0.0,UNKNOWN,0.0,1808174.02,1040.0,952.23,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,41783.05,0.0,0.0,0.0,"REYNOLDS, ELIZABETH DR.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,5614879.95,B,Lobbyist/Registrant PAC,C00000885,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES POLITICAL ACTION TOGETHER POLITICAL COMMITTEE,MD,Q,PAC - Qualified,0.0,861110.71,49.21,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1218218.83,0.0,0.0,599500.0,10000.0,1218218.83,0.0,89243.83,1031480.41,0.0,M,Monthly filer,1976-03-12,1975-03-20,0.0,861110.71,83.48,131300.75,729809.96,0.0,0.0,0.0,0.0,0.0,202608199899573904,5428141.53,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,861110.71,89243.83,0.0,0.0,89243.83,7.33,L,Labor Organization,529475.0,89243.83,160369.7,0.0,0.0,0.0,UNKNOWN,0.0,1031480.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"SMITH, GREGG",0.0,0.0,0.0,0.0,0.0
0.0,0.0,814872.98,B,Lobbyist/Registrant PAC,C00000901,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),DC,Q,PAC - Qualified,52955.4,2623410.0,93.3,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,2802690.06,0.0,0.0,2615000.0,5000.0,2802690.06,0.0,84800.78,2708144.98,0.0,M,Monthly filer,1976-06-30,1975-03-10,0.0,2612410.0,96.46,2504899.85,107510.15,0.0,0.0,0.0,0.0,0.0,202608189899554409,720327.9,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,2570454.6,5065.8,0.0,79734.98,84800.78,3.03,T,Trade Association,49933.88,84800.78,0.0,11000.0,0.0,0.41,UNKNOWN,0.0,2708144.98,52955.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"BENSON, ALISON",0.0,0.0,0.0,0.0,0.0
0.0,0.0,24232592.09,U,Unauthorized,C00000935,DCCC,DC,Y,Party - Qualified,614465.08,159130123.39,0.77,0.0,889387.91,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,154468998.99,0.0,0.0,299287.29,1586.39,154468998.99,0.0,118946812.62,210406754.27,0.0,M,Monthly filer,1975-01-02,1975-01-02,0.0,112207606.52,53.33,65710748.41,46496858.11,0.0,0.0,0.0,0.0,0.0,202608209899763292,80170347.37,0.0,0.0,AUGUST MONTHLY,2026,20000000.0,0.0,0.0,0.0,0.0,158515658.31,118033059.15,0.0,913753.47,118946812.62,77.0,,,13608159.23,118946812.62,38723417.93,46922516.87,0.0,22.3,DEMOCRATIC PARTY,0.0,210406754.27,554465.08,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,11637873.09,0.0,0.0,110886.86,"MERZ, JULIE",0.0,0.0,0.0,0.0,0.0
0.0,0.0,75985.04,B,Lobbyist/Registrant PAC,C00000984,UNITED STATES TELECOM ASSOCIATION POLITICAL ACTION COMMITTEE (TELECOMPAC),DC,Q,PAC - Qualified,0.0,158214.33,99.8,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,71644.0,0.0,0.0,71500.0,0.0,71644.0,0.0,144.0,158611.36,0.0,M,Monthly filer,1975-07-18,1975-07-09,0.0,123214.33,77.68,118740.16,4474.17,0.0,0.0,0.0,0.0,0.0,202608199899577780,162952.4,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,158214.33,144.0,0.0,0.0,144.0,0.2,T,Trade Association,0.0,144.0,397.03,35000.0,0.0,22.07,UNKNOWN,0.0,158611.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"HEINER, BRANDON",0.0,0.0,0.0,0.0,0.0
0.0,0.0,333613.53,B,Lobbyist/Registrant PAC,C00001016,CARPENTERS LEGISLATIVE IMPROVEMENT COMMITTEE UNITED BROTHERHOOD OF CARPENTERS AND JOINERS,DC,Q,PAC - Qualified,100.41,2271933.08,93.74,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1770891.99,0.0,0.0,1660000.0,15000.0,1770891.99,0.0,100791.58,2286933.08,0.0,M,Monthly filer,1975-03-04,1975-03-04,0.0,2270059.65,99.26,2031294.27,238765.38,0.0,0.0,0.0,0.0,0.0,202608189899544660,849654.62,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,2271832.67,100791.58,0.0,0.0,100791.58,5.69,L,Labor Organization,10000.0,100791.58,0.0,1873.43,0.0,0.08,NONE,0.0,2286933.08,100.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"FLYNN, THOMAS",0.0,0.0,0.0,0.0,0.0
0.0,0.0,20611.5,U,Unauthorized,C00001180,MICHIGAN DOCTORS POLITICAL ACTION COMMITTEE - MICHIGAN STATE MEDICAL SOCIETY,MI,Q,PAC - Qualified,0.0,0.0,,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q,Quarterly filer,1975-12-17,1975-07-03,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202607129874889333,20611.5,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,T,Trade Association,0.0,0.0,0.0,0.0,0.0,,NONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"GHOSE, AMIT",0.0,0.0,0.0,0.0,0.0
0.0,0.0,895072.57,B,Lobbyist/Registrant PAC,C00001198,AMERICAN HOTEL AND LODGING ASSOCIATION POLITICAL ACTION COMMITTEE ('HOTELPAC'),DC,W,Hybrid PAC (with Non-Contribution Account) - Qualified,10925.0,1817318.26,94.56,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1662356.48,0.0,0.0,1572000.0,15000.0,1662356.48,0.0,7916.48,1893318.27,0.0,M,Monthly filer,1975-08-29,1975-06-08,0.0,1795818.26,94.85,1753011.91,42806.35,0.0,0.0,0.0,0.0,0.0,202608179899533503,1126034.36,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,1806393.26,7916.48,0.0,0.0,7916.48,0.48,T,Trade Association,71515.0,7916.48,61000.01,21500.0,0.0,1.14,,0.0,1893318.27,10925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"PHILLIPS, JUSTIN",0.0,0.0,0.0,0.0,0.0
0.0,0.0,64482.87,B,Lobbyist/Registrant PAC,C00001214,TEXAS MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,TX,Q,PAC - Qualified,0.0,33853.44,21.91,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,41077.62,0.0,0.0,9000.0,0.0,41077.62,0.0,0.0,33864.05,0.0,Q,Quarterly filer,1976-01-26,1975-07-07,0.0,33853.44,99.97,33375.2,478.24,0.0,0.0,0.0,0.0,0.0,202607149875009791,57269.3,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,33853.44,0.0,0.0,0.0,0.0,0.0,T,Trade Association,32077.62,0.0,10.61,0.0,0.0,0.0,NONE,0.0,33864.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"MENARD, BRIANNA MS.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,142690.1,U,Unauthorized,C00001305,REPUBLICAN PARTY OF VIRGINIA INC,VA,Y,Party - Qualified,1016.83,1440972.3,0.0,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,2516225.83,0.0,0.0,0.0,0.0,1692915.99,627414.35,1717997.7,2467921.43,0.0,M,Monthly filer,1976-07-10,1975-03-20,0.0,1333853.31,41.62,692919.53,640933.78,0.0,0.0,0.0,0.0,0.0,202608209899611457,831452.38,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,1439955.47,894687.86,627414.35,0.0,1717997.7,68.28,,,3838.0,564229.04,22502.06,93468.99,0.0,3.34,REPUBLICAN PARTY,13650.0,3204988.11,1016.83,0.0,0.0,0.0,0.0,0.0,330458.82,823309.84,,[],0.0,737066.68,2026-07-31,1004447.07,737066.68,0.0,165958.95,"SELPH, JOHN G MR.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,58681.19,U,Unauthorized,C00001313,REPUBLICAN PARTY OF MINNESOTA - FEDERAL,MN,Y,Party - Qualified,18698.99,2103213.66,0.0,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,3279431.08,0.0,0.0,0.0,0.0,2232117.35,111413.78,2963295.99,2720274.96,0.0,M,Monthly filer,1975-08-08,1975-07-10,0.0,2044168.66,59.33,1066957.77,977210.89,0.0,0.0,0.0,0.0,0.0,202608209903376144,224702.17,61717.5,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,2084514.67,1866902.18,111413.78,49080.08,2963295.99,90.36,,,0.0,1637582.16,227.25,59045.0,0.0,1.71,REPUBLICAN PARTY,0.0,3445452.06,18698.99,0.0,0.0,0.0,0.0,0.0,278400.1,1047313.73,,[],0.0,725177.1,2026-07-31,567753.97,725177.1,0.0,186022.32,"PASCOE, DAVID",0.0,0.0,0.0,0.0,0.0
0.0,0.0,1942315.14,B,Lobbyist/Registrant PAC,C00001388,"DAIRY FARMERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE; AKA DFA-PAC",KS,Q,PAC - Qualified,0.0,280003.08,93.84,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,372454.78,0.0,0.0,349500.0,0.0,372454.78,0.0,22954.78,315285.81,0.0,M,Monthly filer,1975-03-07,1975-03-07,0.0,280003.08,88.81,197652.51,82350.57,0.0,0.0,0.0,0.0,0.0,202608189899551707,1885146.17,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,280003.08,14915.68,0.0,8039.1,22954.78,6.16,V,Cooperative,0.0,22954.78,27243.63,0.0,0.0,0.0,,0.0,315285.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"KNIGGE, MARY",0.0,0.0,0.0,0.0,0.0
0.0,0.0,5501.58,U,Unauthorized,C00001461,ALASKA STATE MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE (ALPAC),AK,Q,PAC - Qualified,0.0,3460.0,89.13,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,4487.71,0.0,0.0,4000.0,0.0,4487.71,0.0,133.72,3460.0,0.0,Q,Quarterly filer,1975-10-03,1975-07-15,0.0,3460.0,100.0,3250.0,210.0,0.0,0.0,0.0,0.0,0.0,202607149875033865,4473.87,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,3460.0,133.72,0.0,0.0,133.72,2.98,M,Membership Organization,353.99,133.72,0.0,0.0,0.0,0.0,,0.0,3460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"POWELL, ELI MR.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,2651572.58,B,Lobbyist/Registrant PAC,C00001636,SMART TD PAC,OH,Q,PAC - Qualified,20.0,1839299.82,48.98,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,1529110.8,0.0,0.0,749000.0,21800.0,1529110.8,0.0,1659.8,1953572.84,0.0,M,Monthly filer,1975-03-07,1975-03-07,0.0,1839299.82,94.15,559799.97,1279499.85,0.0,0.0,0.0,0.0,0.0,202608209899808811,3076034.62,643.92,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,1839279.82,1659.8,0.0,0.0,1659.8,0.11,L,Labor Organization,778431.0,1659.8,92473.02,0.0,0.0,0.0,,0.0,1953572.84,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"LEONARD, BRENT C.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,13054.76,U,Unauthorized,C00001727,BUSINESS-INDUSTRY POLITICAL ACTION COMMITTEE,DC,W,Hybrid PAC (with Non-Contribution Account) - Qualified,0.0,27404.97,2.47,0.0,0.0,2026-03-31T00:00:00,2025-01-01T00:00:00,2026,40461.22,0.0,0.0,1000.0,0.0,40461.22,0.0,33534.08,27406.46,0.0,T,Terminated,1975-08-22,1975-01-28,0.0,7404.97,27.02,7250.0,154.97,0.0,0.0,0.0,0.0,0.0,202604209863251104,0.0,0.0,0.0,TERMINATION REPORT,2026,0.0,0.0,0.0,0.0,0.0,27404.97,33534.08,0.0,0.0,33534.08,82.88,,,5927.14,33534.08,1.49,20000.0,0.0,72.98,UNKNOWN,0.0,27406.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-03-31,0.0,0.0,0.0,0.0,"LUNDY, KEVIN",0.0,0.0,0.0,0.0,0.0
0.0,0.0,98100.3,U,Unauthorized,C00001743,LOCAL 1814 ILA  POLITICAL ACTION AND EDUCATION FUND,NY,Q,PAC - Qualified,0.0,196879.61,0.0,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,114141.27,0.0,0.0,0.0,0.0,114141.27,0.0,113141.27,196879.61,0.0,Q,Quarterly filer,1976-04-07,1975-03-11,0.0,196879.61,100.0,196879.61,0.0,0.0,0.0,0.0,0.0,0.0,202607169890838092,178360.28,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,196879.61,113141.27,0.0,0.0,113141.27,99.12,L,Labor Organization,1000.0,113141.27,0.0,0.0,0.0,0.0,,0.0,196879.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"AGOSTA, FRANK",0.0,0.0,0.0,0.0,0.0
0.0,0.0,126721.19,U,Unauthorized,C00001917,WY DEMOCRATIC STATE CENTRAL COMMITTEE,WY,Y,Party - Qualified,190.0,142053.51,0.0,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,559725.13,0.0,0.0,0.0,0.0,222588.71,0.0,532882.63,598742.97,0.0,M,Monthly filer,1975-07-15,1975-07-15,0.0,135343.51,22.42,83473.5,51870.01,0.0,0.0,0.0,0.0,0.0,202608209903336814,170739.03,13505.55,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,141863.51,195746.21,0.0,0.0,532882.63,95.2,,,6652.5,106127.56,3575.61,6320.0,0.0,1.11,DEMOCRATIC PARTY,390.0,603742.97,190.0,0.0,0.0,0.0,0.0,0.0,89618.65,337136.42,,[],0.0,5000.0,2026-07-31,453113.85,5000.0,0.0,20000.0,"CASE, DUDLEY",0.0,0.0,0.0,0.0,0.0
0.0,0.0,2169737.6,B,Lobbyist/Registrant PAC,C00002089,COMMUNICATIONS WORKERS OF AMERICA - COPE POLITICAL CONTRIBUTIONS COMMITTEE,DC,Q,PAC - Qualified,40.0,5602055.07,43.18,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,4266059.48,0.0,0.0,1842050.0,6500.0,4266059.48,0.0,472142.79,5608555.07,0.0,M,Monthly filer,1975-03-20,1975-03-08,0.0,5602055.07,99.88,1057860.46,4544194.61,0.0,0.0,0.0,0.0,0.0,202608079899422174,3512233.19,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,5602015.07,472142.79,0.0,0.0,472142.79,11.07,L,Labor Organization,1951826.69,472142.79,0.0,0.0,0.0,0.0,,0.0,5608555.07,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-07-31,0.0,0.0,0.0,0.0,"SALAAM, AMEENAH",0.0,0.0,0.0,0.0,0.0
0.0,0.0,76322.4,B,Lobbyist/Registrant PAC,C00002238,NATIONAL COUNCIL OF FARMER COOPERATIVES CO-OP/PAC,DC,Q,PAC - Qualified,0.0,176600.0,82.49,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,201233.4,0.0,0.0,166000.0,4500.0,201233.4,0.0,24647.62,181100.0,0.0,M,Monthly filer,1976-09-24,1975-03-06,0.0,104100.0,57.48,98410.0,5690.0,0.0,0.0,0.0,0.0,0.0,202608199899569338,56309.0,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,176600.0,24647.62,0.0,0.0,24647.62,12.25,T,Trade Association,10585.78,24647.62,0.0,72500.0,0.0,40.03,,0.0,181100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"PETERSON, JANET",0.0,0.0,0.0,0.0,0.0
0.0,0.0,139880.75,B,Lobbyist/Registrant PAC,C00002261,FEDERATION OF AMERICAN HOSPITALS PAC,DC,Q,PAC - Qualified,500.0,721539.95,99.85,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,771154.31,0.0,0.0,770000.0,5000.0,771154.31,0.0,654.31,726539.95,0.0,M,Monthly filer,1976-04-05,1975-03-04,0.0,679789.95,93.57,654053.6,25736.35,0.0,0.0,0.0,0.0,0.0,202608209899728256,95266.39,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,721039.95,654.31,0.0,0.0,654.31,0.08,T,Trade Association,0.0,654.31,0.0,41750.0,0.0,5.75,UNKNOWN,0.0,726539.95,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"LIRA, REBECCA MRS.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,995698.87,B,Lobbyist/Registrant PAC,C00002469,MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,MD,Q,PAC - Qualified,27.52,3921097.27,66.72,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,3519767.67,0.0,0.0,2348500.0,10000.0,3519767.67,0.0,11093.08,3931097.27,0.0,M,Monthly filer,1975-05-15,1975-03-06,0.0,3921097.27,99.75,1574404.5,2346692.77,0.0,0.0,0.0,0.0,0.0,202608079899409017,1407028.47,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,3921069.75,11093.08,0.0,0.0,11093.08,0.32,L,Labor Organization,1160147.07,11093.08,0.0,0.0,0.0,0.0,NONE,0.0,3931097.27,27.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-07-31,0.0,0.0,0.0,0.0,"CERVANTES, DORA MS.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,4561652.42,B,Lobbyist/Registrant PAC,C00002766,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB,DC,Q,PAC - Qualified,780.1,14357717.81,31.68,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,8964959.11,0.0,0.0,2839750.0,14800.0,8964959.11,0.0,184728.11,14389040.69,0.0,M,Monthly filer,1975-09-12,1975-03-11,0.0,14357717.81,99.78,184001.41,14173716.4,0.0,0.0,0.0,0.0,0.0,202608209899667406,9985734.0,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,14356937.71,184728.11,0.0,0.0,184728.11,2.06,L,Labor Organization,5939700.9,184728.11,16522.88,0.0,0.0,0.0,UNKNOWN,0.0,14389040.69,780.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"JONES, MILTON",0.0,0.0,0.0,0.0,0.0
0.0,0.0,79716.86,U,Unauthorized,C00002790,OLIN CORPORATION GOOD GOVERNMENT FUND (OLIN WINCHESTER GOOD GOVERNMENT FUND),MO,Q,PAC - Qualified,0.0,106722.41,99.92,0.0,0.0,2026-07-31T00:00:00,2025-01-01T00:00:00,2026,100079.99,0.0,0.0,100000.0,0.0,100079.99,0.0,79.99,106722.41,0.0,M,Monthly filer,1975-10-06,1975-01-21,0.0,106722.41,100.0,75334.54,31387.87,0.0,0.0,0.0,0.0,0.0,202608179899537393,86359.28,0.0,0.0,AUGUST MONTHLY,2026,0.0,0.0,0.0,0.0,0.0,106722.41,79.99,0.0,0.0,79.99,0.08,C,Corporation,0.0,79.99,0.0,0.0,0.0,0.0,UNKNOWN,0.0,106722.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"SLATER, TODD A MR.",0.0,0.0,0.0,0.0,0.0
0.0,0.0,1308693.45,B,Lobbyist/Registrant PAC,C00002832,COMMITTEE FOR GOOD GOVERNMENT INTERNATIONAL UNION UAW,MI,Q,PAC - Qualified,0.0,246444.49,0.0,0.0,0.0,2026-06-30T00:00:00,2025-01-01T00:00:00,2026,17558.75,0.0,0.0,0.0,0.0,17558.75,0.0,17558.75,280341.4,0.0,Q,Quarterly filer,1976-02-18,1975-03-12,0.0,246444.49,87.91,108607.41,137837.08,0.0,0.0,0.0,0.0,0.0,202607139874901468,1571476.1,0.0,0.0,JULY QUARTERLY,2026,0.0,0.0,0.0,0.0,0.0,246444.49,17558.75,0.0,0.0,17558.75,100.0,L,Labor Organization,0.0,17558.75,33896.91,0.0,0.0,0.0,,0.0,280341.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,[],0.0,0.0,2026-06-30,0.0,0.0,0.0,0.0,"MOCK, MARGARET",0.0,0.0,0.0,0.0,0.0
